soil_type,state,district,season,temperature,rainfall,humidity,water_availability,farm_size,previous_crop,target_crop,suitable
Alluvial,Rajasthan,Jaipur,Rabi,15.1,166.2,59.3,Medium,2.1,banana,mustard,1
Alluvial,Rajasthan,Rampur,Kharif,25.4,1188.7,83.5,Medium,8.6,rice,wheat,0
Sandy,Rajasthan,Pune,Zaid,35.3,0.0,39.2,High,10.4,none,banana,0
Black,Karnataka,Rampur,Rabi,16.8,156.2,66.2,Low,14.6,rose,sugarcane,0
Loamy,Rajasthan,Pune,Rabi,18.6,148.1,58.8,Medium,8.7,mustard,soybean,0
Red,Gujarat,Rampur,Kharif,31.8,1066.3,68.8,Low,7.5,rice,tomato,1
Clayey,Gujarat,Karnal,Zaid,36.9,112.0,28.2,High,10.9,maize,banana,1
Alluvial,Tamil Nadu,Coimbatore,Zaid,37.5,124.9,38.4,Low,4.7,none,tomato,0
Sandy,Andhra Pradesh,Lucknow,Kharif,23.7,1084.7,81.6,High,12.9,rose,rice,1
Clayey,Andhra Pradesh,Pune,Rabi,14.9,206.4,56.5,High,11.2,wheat,potato,1
Clayey,Tamil Nadu,Rajkot,Kharif,26.7,916.2,86.4,High,6.2,rose,rice,1
Alluvial,Uttar Pradesh,Karnal,Zaid,36.1,95.7,34.9,High,9.1,wheat,mustard,0
Clayey,Punjab,Pune,Zaid,34.8,92.5,47.9,High,10.3,none,banana,1
Black,Gujarat,Pune,Rabi,21.3,298.5,64.2,High,3.6,sugarcane,wheat,1
Black,Tamil Nadu,Kolar,Zaid,32.9,93.1,39.5,High,9.7,maize,potato,0
Alluvial,Karnataka,Ludhiana,Rabi,10.4,362.6,61.3,Low,17.0,banana,cotton,0
Sandy,Tamil Nadu,Karnal,Zaid,38.9,56.8,39.8,High,10.0,potato,rice,0
Alluvial,Punjab,Ludhiana,Zaid,37.6,103.9,56.2,High,3.1,soybean,rose,1
Loamy,Rajasthan,Pune,Zaid,33.2,73.4,59.6,High,4.1,tomato,cotton,0
Clayey,Gujarat,Rajkot,Kharif,26.6,1498.5,77.3,Medium,7.0,mustard,banana,1
Sandy,Tamil Nadu,Ludhiana,Zaid,37.4,77.7,48.5,Low,0.5,potato,maize,0
Red,Uttar Pradesh,Manchar,Rabi,20.5,84.4,52.6,Low,0.6,banana,maize,0
Black,Karnataka,Pune,Rabi,19.8,21.5,68.1,Low,5.9,tomato,cotton,0
Loamy,Karnataka,Kolar,Rabi,19.1,198.6,61.5,Low,7.7,potato,rice,0
Alluvial,Gujarat,Ludhiana,Rabi,20.8,314.7,64.4,High,6.3,mustard,rose,1
Red,Gujarat,Ludhiana,Zaid,33.5,112.0,47.4,High,5.3,soybean,maize,1
Sandy,Uttar Pradesh,Pune,Zaid,36.5,13.5,45.0,Medium,7.4,none,rose,0
Black,Haryana,Kolar,Kharif,30.5,1373.1,77.7,Low,3.0,wheat,wheat,0
Black,Maharashtra,Jaipur,Zaid,40.3,72.3,45.0,Low,11.7,potato,soybean,0
Sandy,Andhra Pradesh,Karnal,Zaid,33.0,52.7,67.8,Low,11.5,potato,soybean,0
Clayey,Uttar Pradesh,Rajkot,Rabi,18.0,351.9,49.8,High,10.1,tomato,rose,1
Alluvial,Gujarat,Rampur,Zaid,42.1,54.7,48.9,Medium,0.6,maize,rose,1
Red,Madhya Pradesh,Rajkot,Rabi,15.8,212.6,62.6,Medium,11.1,maize,potato,1
Sandy,Andhra Pradesh,Jaipur,Rabi,19.1,209.1,47.5,Medium,4.5,sugarcane,mustard,1
Clayey,Maharashtra,Lucknow,Zaid,36.7,55.9,49.3,Low,1.4,wheat,banana,0
Loamy,Tamil Nadu,Jaipur,Zaid,41.6,92.8,48.2,Low,0.5,sugarcane,rice,0
Alluvial,Gujarat,Rampur,Rabi,20.2,283.8,70.6,Medium,8.5,rose,rice,0
Black,Karnataka,Jaipur,Kharif,30.4,925.8,75.6,High,7.1,maize,soybean,1
Clayey,Haryana,Lucknow,Rabi,21.3,175.9,62.7,Medium,5.4,wheat,soybean,0
Clayey,Haryana,Jaipur,Kharif,23.5,1047.6,82.2,Medium,8.7,banana,maize,1
Red,Uttar Pradesh,Rajkot,Kharif,39.1,1153.6,77.8,High,5.5,banana,soybean,1
Red,Karnataka,Jaipur,Kharif,29.5,825.4,75.1,Medium,0.8,sugarcane,maize,1
Black,Maharashtra,Rampur,Kharif,26.8,1021.7,81.2,High,7.1,soybean,rose,1
Loamy,Madhya Pradesh,Pune,Kharif,28.6,1123.2,80.8,Low,8.1,wheat,rice,0
Loamy,Uttar Pradesh,Pune,Zaid,35.3,0.0,52.3,Low,4.9,tomato,rice,0
Sandy,Madhya Pradesh,Rajkot,Zaid,34.4,58.4,51.5,High,4.1,potato,wheat,0
Sandy,Tamil Nadu,Coimbatore,Kharif,30.5,1284.8,84.0,Low,11.7,soybean,wheat,0
Sandy,Rajasthan,Kolar,Rabi,18.4,224.1,62.8,Low,6.7,sugarcane,soybean,0
Sandy,Haryana,Rajkot,Kharif,27.1,650.8,83.5,High,2.8,wheat,banana,0
Red,Uttar Pradesh,Ludhiana,Rabi,23.6,264.0,58.8,Low,3.2,rice,rice,0
Red,Rajasthan,Nilokheri,Rabi,19.5,395.1,73.7,High,1.9,mustard,soybean,0
Alluvial,Tamil Nadu,Nilokheri,Rabi,21.5,0.0,60.1,High,1.8,rice,cotton,0
Black,Uttar Pradesh,Ludhiana,Rabi,12.4,231.3,66.0,Medium,5.4,tomato,mustard,1
Loamy,Tamil Nadu,Kolar,Rabi,17.7,220.5,77.6,Low,9.3,rice,cotton,0
Sandy,Madhya Pradesh,Lucknow,Kharif,31.9,1241.2,73.9,Medium,11.7,none,potato,0
Loamy,Madhya Pradesh,Rampur,Zaid,38.0,117.5,43.5,Low,10.0,wheat,banana,0
Black,Maharashtra,Lucknow,Rabi,18.2,424.4,69.2,Medium,11.7,banana,soybean,0
Sandy,Punjab,Lucknow,Rabi,17.8,302.7,55.1,Low,8.6,maize,maize,0
Sandy,Rajasthan,Rajkot,Zaid,38.2,121.5,35.5,Low,2.4,potato,mustard,0
Loamy,Haryana,Coimbatore,Zaid,35.6,75.5,50.8,Low,9.8,potato,mustard,0
Alluvial,Madhya Pradesh,Pune,Zaid,38.8,23.8,39.3,Low,3.5,cotton,wheat,1
Sandy,Punjab,Lucknow,Rabi,17.7,218.6,72.5,High,16.6,mustard,tomato,0
Loamy,Madhya Pradesh,Rampur,Rabi,14.2,273.4,42.5,Medium,5.7,mustard,cotton,0
Clayey,Punjab,Rampur,Kharif,27.7,791.9,80.1,Medium,10.2,cotton,rose,1
Sandy,Punjab,Jaipur,Kharif,30.6,1152.7,78.2,High,15.6,maize,rose,1
Sandy,Karnataka,Ludhiana,Rabi,17.3,317.2,55.1,Medium,5.3,cotton,rose,1
Clayey,Karnataka,Rampur,Kharif,31.4,1449.9,84.1,High,6.7,banana,tomato,1
Loamy,Maharashtra,Coimbatore,Zaid,33.4,87.1,42.4,Low,5.5,potato,sugarcane,0
Red,Uttar Pradesh,Manchar,Rabi,18.4,192.9,77.4,High,4.8,maize,maize,0
Loamy,Gujarat,Kolar,Kharif,32.8,1103.2,73.8,Low,5.9,potato,soybean,1
Loamy,Rajasthan,Jaipur,Rabi,13.0,187.2,58.6,Low,10.0,potato,sugarcane,0
Red,Karnataka,Rajkot,Kharif,30.6,862.9,80.9,High,5.7,rice,soybean,1
Sandy,Andhra Pradesh,Kolar,Zaid,36.5,78.5,36.1,Medium,9.4,soybean,banana,0
Red,Madhya Pradesh,Lucknow,Rabi,20.2,210.8,54.6,High,8.8,wheat,tomato,0
Loamy,Madhya Pradesh,Coimbatore,Zaid,34.5,94.1,31.2,Low,7.0,sugarcane,mustard,0
Loamy,Tamil Nadu,Manchar,Kharif,31.6,1121.8,77.1,High,0.8,cotton,sugarcane,1
Sandy,Punjab,Coimbatore,Rabi,19.8,236.1,54.6,High,7.4,wheat,wheat,0
Clayey,Karnataka,Karnal,Rabi,17.0,251.3,60.6,Medium,8.9,wheat,rose,1
Black,Rajasthan,Karnal,Rabi,14.2,237.6,67.7,Medium,9.4,cotton,mustard,1
Alluvial,Maharashtra,Jaipur,Zaid,35.7,181.3,34.3,Medium,8.5,soybean,rice,0
Clayey,Uttar Pradesh,Manchar,Kharif,25.3,1001.9,79.5,Medium,7.4,mustard,tomato,1
Alluvial,Rajasthan,Kolar,Kharif,25.1,881.8,80.1,High,13.9,rose,maize,1
Clayey,Rajasthan,Rajkot,Kharif,29.7,1321.0,83.6,Medium,9.8,banana,cotton,1
Black,Karnataka,Karnal,Kharif,30.5,944.6,85.5,Low,11.0,potato,maize,1
Red,Karnataka,Pune,Kharif,28.8,797.5,80.5,Low,2.8,banana,cotton,0
Clayey,Maharashtra,Karnal,Zaid,35.8,71.9,55.7,High,14.8,sugarcane,cotton,0
Red,Andhra Pradesh,Kolar,Zaid,36.8,139.3,43.3,Medium,13.2,banana,mustard,0
Alluvial,Andhra Pradesh,Nilokheri,Kharif,25.9,1228.3,79.8,High,10.9,tomato,rose,1
Loamy,Andhra Pradesh,Ludhiana,Zaid,37.2,67.6,43.4,Low,7.6,banana,banana,0
Red,Uttar Pradesh,Manchar,Zaid,34.5,100.7,31.4,High,10.3,tomato,tomato,0
Red,Gujarat,Ludhiana,Zaid,39.5,94.6,39.1,Low,7.0,wheat,maize,0
Black,Tamil Nadu,Rajkot,Kharif,29.6,1112.0,76.8,High,13.5,maize,rose,1
Red,Haryana,Karnal,Rabi,16.7,190.4,64.1,High,2.1,soybean,rice,0
Loamy,Maharashtra,Rampur,Kharif,29.5,896.1,89.6,Medium,4.1,sugarcane,rice,0
Alluvial,Punjab,Manchar,Rabi,15.4,360.5,78.1,Low,10.5,wheat,maize,1
Red,Karnataka,Karnal,Rabi,22.1,239.2,69.1,Low,6.2,rice,cotton,0
Clayey,Andhra Pradesh,Manchar,Zaid,38.1,43.3,46.1,Low,10.1,banana,sugarcane,0
Clayey,Rajasthan,Coimbatore,Zaid,35.4,41.3,56.1,Medium,10.3,none,wheat,0
Clayey,Andhra Pradesh,Kolar,Zaid,36.3,91.1,46.8,High,7.2,maize,tomato,1
Red,Haryana,Coimbatore,Rabi,19.5,261.5,62.8,Low,12.8,none,maize,0
Clayey,Gujarat,Karnal,Rabi,14.0,272.1,65.9,Low,10.0,potato,cotton,0
Alluvial,Madhya Pradesh,Jaipur,Zaid,37.2,64.6,51.6,Medium,5.4,none,banana,0
Red,Haryana,Ludhiana,Kharif,31.4,1048.3,87.4,Low,3.9,rose,banana,0
Black,Haryana,Rajkot,Zaid,37.6,92.5,36.7,Medium,4.0,banana,potato,0
Loamy,Uttar Pradesh,Jaipur,Rabi,17.1,220.4,59.9,High,8.9,banana,rice,0
Red,Karnataka,Manchar,Rabi,19.0,195.0,54.9,Medium,13.1,mustard,sugarcane,0
Black,Andhra Pradesh,Kolar,Rabi,17.3,112.8,63.0,Medium,15.2,maize,mustard,1
Loamy,Tamil Nadu,Pune,Rabi,19.4,148.9,39.8,Medium,5.1,soybean,wheat,1
Alluvial,Uttar Pradesh,Nilokheri,Kharif,35.1,1232.9,92.6,Low,12.4,maize,maize,0
Loamy,Punjab,Pune,Kharif,33.7,1081.8,74.5,High,7.6,banana,mustard,0
Sandy,Haryana,Rajkot,Kharif,34.1,1654.1,90.5,High,10.0,potato,rose,1
Red,Rajasthan,Jaipur,Rabi,19.2,256.0,55.6,Medium,12.3,rice,maize,1
Red,Rajasthan,Karnal,Rabi,20.9,165.6,65.5,Medium,15.7,rice,mustard,1
Loamy,Haryana,Kolar,Zaid,36.9,116.0,47.0,Medium,5.5,potato,wheat,0
Sandy,Tamil Nadu,Rampur,Kharif,27.8,847.7,78.2,High,8.5,maize,tomato,1
Sandy,Maharashtra,Lucknow,Zaid,31.9,1.3,40.2,Low,7.0,rice,rose,0
Alluvial,Rajasthan,Nilokheri,Zaid,35.6,91.5,56.7,Medium,4.9,potato,potato,0
Black,Uttar Pradesh,Lucknow,Rabi,16.8,141.0,74.3,High,16.6,mustard,potato,1
Alluvial,Tamil Nadu,Coimbatore,Rabi,19.3,146.4,47.0,Medium,11.3,mustard,cotton,0
Sandy,Karnataka,Nilokheri,Rabi,20.2,261.6,64.3,Medium,7.6,sugarcane,mustard,1
Red,Karnataka,Nilokheri,Rabi,15.7,411.8,63.9,High,7.9,potato,soybean,0
Sandy,Madhya Pradesh,Manchar,Zaid,36.5,59.2,55.3,Low,9.6,rice,maize,0
Alluvial,Uttar Pradesh,Coimbatore,Zaid,37.6,28.1,37.7,Medium,7.1,rice,rice,0
Loamy,Madhya Pradesh,Ludhiana,Zaid,37.7,89.7,30.3,Medium,7.3,sugarcane,cotton,0
Loamy,Uttar Pradesh,Kolar,Zaid,35.6,12.2,48.0,Low,12.8,sugarcane,rose,0
Black,Karnataka,Manchar,Kharif,27.3,1275.7,81.8,High,13.8,maize,rose,1
Alluvial,Punjab,Ludhiana,Kharif,29.9,702.3,72.7,Medium,13.1,cotton,sugarcane,0
Alluvial,Madhya Pradesh,Rajkot,Zaid,34.9,34.8,41.2,Low,6.5,sugarcane,maize,0
Loamy,Haryana,Lucknow,Kharif,35.2,898.0,80.2,Low,12.2,mustard,rose,1
Alluvial,Haryana,Pune,Rabi,10.5,214.4,59.9,Medium,6.9,tomato,banana,0
Clayey,Uttar Pradesh,Nilokheri,Rabi,13.7,210.0,58.5,High,4.2,sugarcane,tomato,1
Clayey,Maharashtra,Jaipur,Rabi,16.8,467.6,40.6,High,0.5,rose,sugarcane,0
Black,Madhya Pradesh,Karnal,Zaid,35.7,57.2,43.3,High,7.0,none,potato,0
Sandy,Punjab,Coimbatore,Kharif,31.9,656.2,73.7,Low,5.9,banana,rice,0
Alluvial,Madhya Pradesh,Rajkot,Rabi,9.8,195.9,51.2,High,8.4,maize,rice,0
Loamy,Maharashtra,Jaipur,Zaid,38.6,93.7,48.0,Medium,5.1,cotton,rice,0
Loamy,Rajasthan,Nilokheri,Kharif,28.2,1068.0,77.1,High,6.2,none,banana,1
Loamy,Gujarat,Rampur,Rabi,19.0,377.9,66.2,Medium,9.1,potato,sugarcane,0
Alluvial,Rajasthan,Lucknow,Rabi,19.0,322.1,71.6,Low,6.6,maize,cotton,0
Clayey,Rajasthan,Manchar,Rabi,14.9,167.2,55.2,Medium,8.5,mustard,mustard,0
Clayey,Gujarat,Pune,Rabi,19.5,213.4,55.9,Medium,0.5,wheat,cotton,1
Black,Rajasthan,Jaipur,Kharif,28.3,1380.6,95.7,Medium,13.3,sugarcane,potato,0
Alluvial,Maharashtra,Coimbatore,Kharif,31.5,1013.9,84.6,High,4.7,sugarcane,mustard,0
Loamy,Haryana,Ludhiana,Rabi,22.5,299.0,49.1,Medium,15.1,rose,mustard,1
Sandy,Madhya Pradesh,Nilokheri,Rabi,20.9,377.8,57.4,Medium,8.9,tomato,tomato,0
Black,Karnataka,Jaipur,Rabi,17.6,161.9,67.4,Low,2.2,tomato,rose,0
Sandy,Madhya Pradesh,Manchar,Kharif,29.3,736.0,76.7,High,8.1,tomato,cotton,1
Red,Punjab,Rampur,Rabi,16.4,248.4,50.5,Low,4.2,mustard,cotton,0
Red,Rajasthan,Coimbatore,Kharif,33.5,1275.4,88.9,Medium,6.3,sugarcane,maize,1
Black,Karnataka,Coimbatore,Kharif,31.2,1266.6,76.7,Medium,10.9,rice,rose,1
Loamy,Punjab,Ludhiana,Zaid,37.6,108.3,41.3,Medium,10.0,cotton,rice,0
Sandy,Karnataka,Ludhiana,Rabi,18.8,142.8,60.9,Medium,9.7,none,maize,0
Black,Rajasthan,Lucknow,Kharif,29.2,923.4,73.6,Low,9.7,maize,potato,0
Black,Andhra Pradesh,Pune,Rabi,16.6,42.1,54.3,Medium,12.4,soybean,rose,1
Alluvial,Maharashtra,Lucknow,Kharif,26.7,982.7,80.3,High,9.1,tomato,rose,1
Sandy,Maharashtra,Lucknow,Rabi,18.7,277.9,58.0,Low,8.1,cotton,rose,0
Black,Rajasthan,Karnal,Kharif,25.9,1479.9,86.0,Medium,4.5,none,cotton,1
Black,Rajasthan,Lucknow,Rabi,13.4,142.8,72.5,Medium,13.2,rice,sugarcane,0
Clayey,Andhra Pradesh,Lucknow,Kharif,33.5,1056.0,79.2,Medium,4.0,tomato,cotton,1
Alluvial,Tamil Nadu,Kolar,Rabi,18.2,286.2,64.9,Low,10.4,maize,sugarcane,0
Sandy,Karnataka,Pune,Zaid,38.1,192.8,44.5,Medium,9.8,rose,wheat,0
Black,Tamil Nadu,Manchar,Kharif,31.2,1201.2,82.0,Low,9.6,maize,rose,1
Sandy,Rajasthan,Ludhiana,Rabi,21.1,225.6,34.9,Medium,1.4,wheat,maize,0
Sandy,Madhya Pradesh,Kolar,Kharif,34.1,902.4,73.0,Medium,5.3,wheat,soybean,1
Sandy,Punjab,Jaipur,Zaid,33.6,0.0,42.0,Low,14.1,tomato,sugarcane,0
Loamy,Andhra Pradesh,Rajkot,Rabi,19.3,307.3,52.4,Low,9.3,potato,cotton,0
Black,Uttar Pradesh,Karnal,Zaid,34.1,71.5,52.1,High,12.5,wheat,rice,0
Alluvial,Karnataka,Pune,Zaid,35.0,119.1,31.5,Low,7.1,soybean,wheat,0
Sandy,Punjab,Coimbatore,Rabi,17.9,151.8,62.7,Medium,6.8,potato,potato,0
Alluvial,Gujarat,Rajkot,Rabi,16.4,375.0,56.1,Medium,4.9,rose,banana,0
Sandy,Madhya Pradesh,Karnal,Zaid,34.3,40.6,59.0,High,8.3,none,rose,0
Black,Tamil Nadu,Nilokheri,Rabi,20.1,109.5,66.8,Low,5.1,soybean,tomato,0
Alluvial,Maharashtra,Ludhiana,Rabi,12.8,354.9,68.3,High,12.0,cotton,banana,1
Alluvial,Karnataka,Rampur,Zaid,36.0,57.5,42.7,Low,1.9,cotton,banana,0
Alluvial,Gujarat,Jaipur,Rabi,19.6,45.4,50.3,Low,13.3,maize,tomato,0
Alluvial,Madhya Pradesh,Pune,Kharif,28.1,1063.9,81.2,Medium,12.5,rice,cotton,1
Clayey,Maharashtra,Kolar,Kharif,25.6,1088.3,83.8,Medium,9.8,wheat,maize,1
Clayey,Gujarat,Rajkot,Zaid,35.2,116.8,41.3,Medium,5.0,potato,potato,0
Alluvial,Karnataka,Rampur,Kharif,28.4,737.8,78.8,Low,6.9,cotton,maize,1
Clayey,Tamil Nadu,Nilokheri,Rabi,17.4,197.3,66.9,Medium,0.5,cotton,maize,1
Sandy,Karnataka,Manchar,Kharif,30.1,803.3,77.6,High,9.3,wheat,potato,0
Clayey,Gujarat,Karnal,Rabi,19.1,287.7,66.1,High,10.9,mustard,cotton,0
Clayey,Gujarat,Rampur,Kharif,31.0,1468.2,90.1,Low,8.9,mustard,rice,0
Loamy,Maharashtra,Pune,Kharif,24.8,1033.2,89.4,Medium,10.5,soybean,rose,1
Black,Haryana,Karnal,Kharif,31.4,979.9,79.4,Low,6.6,none,tomato,1
Alluvial,Maharashtra,Coimbatore,Kharif,22.0,977.3,74.2,High,8.2,cotton,cotton,0
Black,Madhya Pradesh,Jaipur,Zaid,37.2,107.3,39.3,Low,7.1,rose,rose,0
Black,Rajasthan,Pune,Kharif,28.9,1283.5,80.3,Medium,7.1,mustard,maize,1
Sandy,Andhra Pradesh,Pune,Kharif,31.1,1236.2,83.7,Low,5.3,rice,banana,0
Alluvial,Punjab,Nilokheri,Rabi,16.6,236.5,65.8,Medium,4.9,soybean,tomato,1
Alluvial,Maharashtra,Rajkot,Rabi,18.1,341.4,67.8,Medium,12.1,banana,cotton,0
Sandy,Haryana,Karnal,Kharif,30.1,1376.2,81.9,Medium,5.4,wheat,rice,0
Clayey,Punjab,Karnal,Rabi,20.9,320.2,67.0,Medium,1.2,sugarcane,cotton,0
Loamy,Maharashtra,Jaipur,Kharif,28.4,1455.8,76.9,High,4.5,tomato,maize,1
Red,Maharashtra,Ludhiana,Zaid,33.9,65.1,32.8,Low,9.6,soybean,mustard,0
Red,Karnataka,Karnal,Rabi,23.5,174.2,56.2,High,14.2,rose,sugarcane,0
Alluvial,Madhya Pradesh,Karnal,Zaid,39.4,59.3,27.4,Medium,8.9,maize,wheat,0
Red,Andhra Pradesh,Karnal,Kharif,30.6,962.2,91.1,Medium,3.4,potato,rose,1
Red,Punjab,Pune,Rabi,15.7,248.7,70.9,Medium,14.4,maize,mustard,1
Red,Maharashtra,Ludhiana,Zaid,37.3,114.5,38.2,Medium,12.8,banana,tomato,1
Red,Gujarat,Pune,Zaid,38.9,91.2,31.0,Low,3.5,banana,banana,0
Black,Uttar Pradesh,Manchar,Zaid,35.4,91.3,42.7,Medium,9.9,none,potato,0
Red,Maharashtra,Rajkot,Rabi,16.2,383.4,72.2,High,8.7,sugarcane,rice,0
Loamy,Rajasthan,Karnal,Rabi,23.2,65.0,59.2,Medium,4.3,sugarcane,soybean,0
Clayey,Haryana,Ludhiana,Kharif,28.7,854.6,84.6,Medium,7.8,potato,rose,1
Loamy,Tamil Nadu,Manchar,Zaid,41.0,144.3,47.3,Medium,3.2,none,rose,1
Alluvial,Andhra Pradesh,Rajkot,Zaid,32.0,123.3,28.9,Low,7.1,tomato,sugarcane,0
Clayey,Uttar Pradesh,Manchar,Rabi,17.0,358.8,77.2,Low,9.9,rice,cotton,0
Clayey,Madhya Pradesh,Kolar,Zaid,38.4,94.0,43.5,Medium,3.2,potato,maize,1
Sandy,Madhya Pradesh,Ludhiana,Zaid,34.5,79.0,42.3,High,11.9,banana,rice,0
Clayey,Uttar Pradesh,Kolar,Rabi,21.7,480.1,88.6,Medium,12.6,maize,cotton,0
Black,Tamil Nadu,Rampur,Zaid,33.0,155.7,59.3,High,8.6,tomato,cotton,0
Clayey,Gujarat,Ludhiana,Zaid,32.6,115.8,47.1,Low,9.0,none,tomato,0
Loamy,Rajasthan,Coimbatore,Zaid,35.2,131.7,44.2,High,9.9,rose,cotton,0
Alluvial,Uttar Pradesh,Jaipur,Rabi,22.4,230.6,70.9,Medium,11.4,sugarcane,tomato,1
Clayey,Karnataka,Nilokheri,Zaid,39.0,106.9,46.5,Medium,1.9,potato,soybean,0
Black,Karnataka,Rampur,Rabi,16.7,147.7,58.5,Medium,8.5,sugarcane,cotton,0
Clayey,Gujarat,Ludhiana,Zaid,39.4,133.5,48.1,Medium,10.8,maize,maize,0
Clayey,Haryana,Lucknow,Zaid,39.4,53.2,44.4,Medium,11.1,rice,soybean,0
Loamy,Punjab,Kolar,Rabi,13.3,29.2,66.0,Medium,4.5,banana,rice,0
Loamy,Madhya Pradesh,Rampur,Kharif,31.1,997.6,73.6,Low,2.7,cotton,rose,1
Clayey,Karnataka,Lucknow,Rabi,20.1,250.3,71.4,Low,16.8,maize,tomato,0
Red,Tamil Nadu,Kolar,Rabi,17.3,107.2,46.7,Low,7.4,sugarcane,potato,0
Black,Rajasthan,Pune,Rabi,19.0,143.0,85.0,Low,5.5,sugarcane,banana,0
Red,Maharashtra,Ludhiana,Rabi,19.4,189.8,61.0,Medium,7.8,cotton,cotton,0
Black,Rajasthan,Nilokheri,Zaid,33.7,35.6,40.5,Medium,12.2,banana,maize,1
Sandy,Andhra Pradesh,Rampur,Zaid,37.5,80.6,44.5,Medium,8.9,maize,cotton,0
Loamy,Tamil Nadu,Coimbatore,Zaid,35.1,66.4,28.1,Medium,10.0,cotton,potato,0
Sandy,Karnataka,Nilokheri,Rabi,20.9,189.7,60.7,High,10.2,wheat,banana,0
Sandy,Madhya Pradesh,Manchar,Rabi,18.5,70.0,49.6,Low,5.8,soybean,cotton,0
Sandy,Gujarat,Coimbatore,Kharif,34.6,1471.0,82.8,High,7.9,mustard,wheat,0
Loamy,Karnataka,Nilokheri,Zaid,35.9,3.5,18.1,Medium,9.8,wheat,soybean,0
Red,Maharashtra,Kolar,Zaid,36.4,85.3,22.3,Low,12.0,cotton,mustard,0
Red,Tamil Nadu,Rampur,Rabi,18.9,1.0,54.7,Low,9.6,maize,soybean,0
Clayey,Karnataka,Nilokheri,Rabi,15.3,319.8,65.1,Low,11.7,wheat,rice,0
Black,Gujarat,Rampur,Rabi,19.1,308.6,56.5,Low,3.9,none,wheat,1
Sandy,Andhra Pradesh,Lucknow,Zaid,38.6,152.5,38.2,High,7.0,mustard,soybean,0
Red,Maharashtra,Karnal,Kharif,31.5,649.7,80.6,High,10.1,rose,potato,0
Clayey,Gujarat,Manchar,Kharif,27.7,1111.8,79.4,High,3.9,sugarcane,cotton,1
Red,Karnataka,Rajkot,Rabi,16.2,118.3,72.6,Medium,10.4,mustard,soybean,0
Sandy,Karnataka,Rampur,Rabi,16.9,320.6,70.0,Low,5.2,banana,tomato,0
Clayey,Rajasthan,Manchar,Kharif,32.1,1527.7,77.2,High,8.5,rose,sugarcane,1
Loamy,Punjab,Nilokheri,Kharif,29.0,1011.1,77.9,Low,6.8,potato,banana,0
Loamy,Rajasthan,Kolar,Kharif,32.2,890.1,77.5,High,12.3,tomato,rice,1
Clayey,Haryana,Ludhiana,Rabi,22.1,220.8,52.2,Low,13.0,tomato,rose,0
Sandy,Andhra Pradesh,Kolar,Rabi,19.4,319.8,76.0,Low,9.9,rice,cotton,0
Sandy,Tamil Nadu,Coimbatore,Rabi,16.9,129.3,50.2,Medium,7.9,sugarcane,cotton,0
Loamy,Punjab,Pune,Kharif,34.2,1069.1,74.8,Medium,1.4,potato,banana,1
Clayey,Punjab,Karnal,Rabi,22.2,476.8,51.9,Low,9.8,none,cotton,0
Black,Rajasthan,Coimbatore,Kharif,34.6,480.7,71.3,Medium,6.5,tomato,cotton,1
Sandy,Tamil Nadu,Manchar,Kharif,30.1,1485.0,83.1,High,6.8,mustard,mustard,0
Clayey,Andhra Pradesh,Lucknow,Rabi,16.7,286.6,57.7,Low,3.0,sugarcane,potato,0
Clayey,Punjab,Lucknow,Kharif,24.6,762.1,81.6,Medium,12.6,wheat,sugarcane,0
Sandy,Haryana,Karnal,Kharif,23.4,761.9,76.1,Medium,5.3,rose,potato,0
Alluvial,Maharashtra,Rajkot,Kharif,27.4,1802.3,85.6,Low,3.1,cotton,mustard,0
Clayey,Tamil Nadu,Rampur,Kharif,27.9,835.1,79.3,Medium,10.2,cotton,rose,1
Loamy,Tamil Nadu,Ludhiana,Rabi,13.8,258.9,66.1,Low,11.0,maize,wheat,1
Sandy,Uttar Pradesh,Rampur,Zaid,36.0,101.3,52.3,High,7.3,potato,mustard,0
Clayey,Punjab,Kolar,Zaid,37.1,8.5,59.2,Medium,0.5,potato,maize,1
Loamy,Haryana,Karnal,Zaid,38.6,137.2,54.0,Medium,7.6,none,mustard,0
Black,Rajasthan,Karnal,Kharif,35.3,1388.3,94.5,High,10.3,maize,banana,1
Loamy,Karnataka,Karnal,Kharif,32.2,1180.4,80.8,Medium,9.8,cotton,tomato,1
Red,Tamil Nadu,Pune,Zaid,40.5,71.1,37.4,High,8.0,soybean,sugarcane,0
Alluvial,Madhya Pradesh,Karnal,Zaid,37.3,28.5,47.5,Low,8.3,potato,soybean,0
Sandy,Haryana,Rajkot,Zaid,35.8,113.6,44.9,Medium,12.8,maize,rice,0
Alluvial,Rajasthan,Jaipur,Zaid,34.3,20.1,64.3,Low,5.2,soybean,cotton,0
Loamy,Andhra Pradesh,Manchar,Zaid,35.6,10.8,52.0,Low,16.9,rose,sugarcane,0
Black,Madhya Pradesh,Pune,Kharif,24.6,996.4,87.7,Low,8.4,soybean,rose,1
Clayey,Tamil Nadu,Manchar,Zaid,31.6,73.8,52.4,Medium,12.7,mustard,wheat,0
Black,Karnataka,Lucknow,Rabi,13.8,78.4,74.3,High,9.0,tomato,banana,0
Clayey,Madhya Pradesh,Lucknow,Rabi,13.6,345.1,79.6,High,14.4,rose,tomato,1
Loamy,Madhya Pradesh,Rajkot,Kharif,29.2,1089.8,78.4,Medium,7.5,banana,sugarcane,1
